Virus:gi|948298112|ref|NC_028256.1|	Aeropyrum pernix ovoid virus 1 complete genome
Virus:gi|948298203|ref|NC_028268.1|	Aeropyrum pernix spindle-shaped virus 1 complete genome
Virus:gi|757345242|ref|NC_026470.1|	African bat icavirus A isolate PREDICT-06105
Virus:gi|9626669|ref|NC_001467.1|	African cassava mosaic virus isolate West Kenyan 844 segment DNA1
Virus:gi|9626670|ref|NC_001468.1|	African cassava mosaic virus isolate West Kenyan 844 segment DNA2
Virus:gi|1159189023|ref|NC_034207.1|	African eggplant yellowing virus isolate eMA4
Virus:gi|531523124|ref|NC_004763.2|	African green monkey polyomavirus
Virus:gi|189490154|ref|NC_010820.1|	Simian foamy virus 3
Virus:gi|50261322|ref|NC_005996.1|	African horsesickness virus segment 2
Virus:gi|50261344|ref|NC_006009.1|	African horsesickness virus segment 10
Virus:gi|50253371|ref|NC_006011.1|	African horsesickness virus segment 7
Virus:gi|50261320|ref|NC_006012.1|	African horsesickness virus segment 4
Virus:gi|50261324|ref|NC_006016.1|	African horsesickness virus segment 8
Virus:gi|50261326|ref|NC_006017.1|	African horsesickness virus segment 3
Virus:gi|50261328|ref|NC_006018.1|	African horsesickness virus segment 6
Virus:gi|50261330|ref|NC_006019.1|	African horsesickness virus chromosome segment 9
Virus:gi|50253373|ref|NC_006020.1|	African horsesickness virus
Virus:gi|50253375|ref|NC_006021.1|	African horsesickness virus segment 1
Virus:gi|226309581|ref|NC_012519.1|	African oil palm ringspot virus
Virus:gi|723456162|ref|NC_001659.2|	African swine fever virus strain BA71V
Virus:gi|1198371084|ref|NC_034833.1|	Agave tequilana leaf virus isolate agave azul-Mex1
Virus:gi|674660335|ref|NC_024710.1|	Ageratum conyzoides symtomless alphasatellite complete sequence
Virus:gi|944326184|ref|NC_028116.1|	Ageratum conyzoides symptomless alphasatellite isolate WOK80
Virus:gi|423262451|ref|NC_019547.1|	Ageratum enation alphasatellite
Virus:gi|19352426|ref|NC_003434.1|	Ageratum enation virus
Virus:gi|532565974|ref|NC_022127.1|	Ageratum latent virus isolate 1998 segment RNA 1
Virus:gi|532565977|ref|NC_022128.1|	Ageratum latent virus isolate 1998 segment RNA 2
Virus:gi|532565984|ref|NC_022129.1|	Ageratum latent virus isolate 1998 segment RNA 3
Virus:gi|473973283|ref|NC_020889.1|	Ageratum leaf curl betasatellite isolate Sikar M 2
Virus:gi|313493551|ref|NC_014746.1|	Ageratum leaf curl Buea betasatellite
Virus:gi|313501306|ref|NC_014744.1|	Ageratum leaf curl Cameroon alphasatellite
Virus:gi|226597568|ref|NC_012557.1|	Ageratum leaf Cameroon betasatellite
Virus:gi|311788801|ref|NC_014645.1|	Ageratum leaf curl Cameroon virus
Virus:gi|54646388|ref|NC_006384.1|	Ageratum leaf curl virus - [G52]
Virus:gi|33300797|ref|NC_005046.1|	Ageratum leaf curl disease associated sequence virion
Virus:gi|1135523693|ref|NC_033555.1|	Ageratum yellow vein alphasatellite clone N36-24
Virus:gi|18702122|ref|NC_003403.1|	Ageratum yellow vein virus-associated DNA beta
Virus:gi|584593487|ref|NC_023443.1|	Ageratum yellow vein China alphasatellite isolate Sn3 segment DNA-1
Virus:gi|66396483|ref|NC_007067.1|	Ageratum yellow vein China virus-associated DNA beta
Virus:gi|498907897|ref|NC_021202.1|	Ageratum Yellow vein China virus - OX1
Virus:gi|22128013|ref|NC_004090.1|	Ageratum yellow vein China virus-[Hn2] complete genome
Virus:gi|189426769|ref|NC_010812.1|	Ageratum yellow vein Hualian virus-[Taiwan:Hsinchu:tom:2003] DNA A
Virus:gi|1132372059|ref|NC_033271.1|	Ageratum yellow vein Pakistan alphasatellite alpha Rep gene
Virus:gi|18959285|ref|NC_003414.1|	Ageratum yellow vein Singapore alphasatellite-[Singapore;1998]
Virus:gi|14647158|ref|NC_002981.1|	Ageratum yellow vein Sri Lanka virus segment A
Virus:gi|29135250|ref|NC_004627.1|	Ageratum yellow vein Taiwan virus
Virus:gi|29126650|ref|NC_004626.1|	Ageratum yellow vein virus
Virus:gi|821316976|ref|NC_027040.1|	Ageratum yellow vein virus strain Guam 12-02 segment A
Virus:gi|273809542|ref|NC_013597.1|	Aggregatibacter phage S1249
Virus:gi|435844340|ref|NC_019519.1|	Agrobacterium phage 7-7-1
Virus:gi|48843530|ref|NC_005903.1|	Agropyron mosaic virus
Virus:gi|209170884|ref|NC_011345.1|	Agrotis ipsilon multiple nucleopolyhedrovirus
Virus:gi|52627071|ref|NC_005839.2|	Agrotis segetum granulovirus
Virus:gi|90592717|ref|NC_007921.1|	Agrotis segetum nucleopolyhedrovirus
Virus:gi|736366283|ref|NC_025960.1|	Agrotis segetum nucleopolyhedrovirus B isolate English
Virus:gi|330850808|ref|NC_015450.1|	Aguacate virus segment M
Virus:gi|330850810|ref|NC_015451.1|	Aguacate virus segment L
Virus:gi|330850812|ref|NC_015452.1|	Aguacate virus segment S
Virus:gi|9630643|ref|NC_001918.1|	Aichi virus
Virus:gi|821316983|ref|NC_027054.1|	Porcine kobuvirus isolate JS-02a-CHN/2014/China
Virus:gi|219547604|ref|NC_011829.1|	Porcine kobuvirus swine/S-1-HUN/2007/Hungary
Virus:gi|375267283|ref|NC_016769.1|	Porcine kobuvirus SH-W-CHN/2010/China
Virus:gi|937424741|ref|NC_027919.1|	Kobuvirus cattle/Kagoshima-1-22-KoV/2014/JPN genomic RNA
Virus:gi|959121717|ref|NC_028479.1|	Rabbit picornavirus strain Rabbit01/2013/HUN
Virus:gi|1215835501|ref|NC_035201.1|	Ailuropoda melanoleuca papillomavirus 1 strain gpam001
Virus:gi|1215835490|ref|NC_035199.1|	Ailuropoda melanoleuca papillomavirus 2 strain gpam002
Virus:gi|1215835460|ref|NC_035193.1|	Ailuropoda melanoleuca papillomavirus 4 strain gpam004
Virus:gi|1215835487|ref|NC_035198.1|	Aimelvirus 2 strain gpai002
Virus:gi|922073275|ref|NC_027781.1|	Aiptasia sp. sea anemone associated circular virus isolate I0007C2
Virus:gi|157939615|ref|NC_009894.1|	Akabane virus segment L
Virus:gi|157939617|ref|NC_009895.1|	Akabane virus segment M
Virus:gi|157939567|ref|NC_009896.1|	Akabane virus segment S
Virus:gi|700074710|ref|NC_025353.1|	Vesicular stomatitis Alagoas virus Indiana 3
Virus:gi|10140926|ref|NC_002531.1|	Alcelaphine herpesvirus 1
Virus:gi|658607355|ref|NC_024382.1|	Alcelaphine herpesvirus 2 isolate topi-AlHV-2
Virus:gi|401829635|ref|NC_018482.1|	Golden Gate virus segment L
Virus:gi|401829638|ref|NC_018483.1|	Golden Gate virus segment S
Virus:gi|594139507|ref|NC_023761.1|	Boa arenavirus NL isolate 3 segment S
Virus:gi|594139510|ref|NC_023762.1|	Boa arenavirus NL isolate 3 segment L
Virus:gi|597941176|ref|NC_023765.1|	University of Helsinki virus strain UHV-1 segment L
Virus:gi|597941179|ref|NC_023766.1|	University of Helsinki virus strain UHV-1 segment S
Virus:gi|401829632|ref|NC_018481.1|	CAS virus segment S
Virus:gi|401829641|ref|NC_018484.1|	CAS virus segment L
Virus:gi|946699534|ref|NC_028237.1|	Alfalfa dwarf virus isolate Manfredi
Virus:gi|1024325393|ref|NC_029993.1|	Alfalfa enamovirus-1 isolate Manfredi
Virus:gi|918020157|ref|NC_027714.1|	Alfalfa leaf curl virus isolate 44-1E
Virus:gi|9626924|ref|NC_001495.1|	Alfalfa mosaic virus RNA 1
Virus:gi|50355594|ref|NC_002024.2|	Alfalfa mosaic virus RNA 2
Virus:gi|9626928|ref|NC_002025.1|	Alfalfa mosaic virus RNA 3
Virus:gi|1197509005|ref|NC_034622.1|	Alfalfa virus S isolate 98.3A
Virus:gi|189009878|ref|NC_010736.1|	Algerian watermelon mosaic virus
Virus:gi|190336512|ref|NC_010947.1|	Allamanda leaf curl virus DNA-A
Virus:gi|612184434|ref|NC_024009.1|	Allamanda leaf mottle distortion virus isolate Al-K1 segment DNA-A
Virus:gi|1327848692|ref|NC_036580.1|	Allium cepa amalgavirus 1 strain AcAV1-OH1
Virus:gi|1327848695|ref|NC_036581.1|	Allium cepa amalgavirus 2 strain AcAV2-DH5225
Virus:gi|357580105|ref|NC_012211.2|	Allium virus X
Virus:gi|164607202|ref|NC_010249.1|	Allpahuayo virus segment L
Virus:gi|164682564|ref|NC_010253.1|	Allpahuayo virus segment S
Virus:gi|701219297|ref|NC_025391.1|	Almpiwar virus isolate MRM4059
Virus:gi|701219358|ref|NC_025399.1|	Oak-Vale virus strain CSIRO 1342
Virus:gi|1173244423|ref|NC_034251.1|	Alpaca polyomavirus isolate UCD1
Virus:gi|315192962|ref|NC_002306.3|	Feline infectious peritonitis virus
Virus:gi|971745027|ref|NC_028806.1|	Swine enteric coronavirus strain Italy/213306/2009
Virus:gi|338209349|ref|NC_015668.1|	Cavally virus
Virus:gi|341926380|ref|NC_015874.1|	Nam Dinh virus
Virus:gi|612064067|ref|NC_023986.1|	Casuarina virus isolate 0071
Virus:gi|475994026|ref|NC_020899.1|	Hana virus strain A4/CI/2004
Virus:gi|9626053|ref|NC_001355.1|	Human papillomavirus type 6b
Virus:gi|9627334|ref|NC_001587.1|	Human papillomavirus type 34
Virus:gi|9628445|ref|NC_001678.1|	Rhesus monkey papillomavirus
Virus:gi|9628437|ref|NC_001676.1|	Human papillomavirus 54
Virus:gi|22138122|ref|NC_004104.1|	Human papillomavirus type 90
Virus:gi|9627327|ref|NC_001586.1|	Human papillomavirus type 32
Virus:gi|9627257|ref|NC_001576.1|	Human papillomavirus type 10 genomic DNA
Virus:gi|9628574|ref|NC_001694.1|	Human papillomavirus - 61
Virus:gi|9626032|ref|NC_001352.1|	Human papillomavirus - 2
Virus:gi|9627305|ref|NC_001583.1|	Human papillomavirus type 26
Virus:gi|9627377|ref|NC_001593.1|	Human papillomavirus type 53
Virus:gi|9626069|ref|NC_001357.1|	Human papillomavirus - 18
Virus:gi|9627389|ref|NC_001595.1|	Human papillomavirus type 7 genomic DNA
Virus:gi|1047888727|ref|NC_001526.4|	Human papillomavirus type 16
Virus:gi|62327168|ref|NC_006938.1|	Phage phiJL001
Virus:gi|75750459|ref|NC_007408.1|	Alstroemeria virus x
Virus:gi|85718599|ref|NC_007731.1|	Alternanthera mosaic virus
Virus:gi|148828664|ref|NC_009562.1|	Alternanthera yellow vein virus satellite DNA beta
Virus:gi|71658834|ref|NC_007211.1|	Alternanthera yellow vein virus DNA-A
Virus:gi|190643480|ref|NC_010984.1|	Alternaria alternata dsRNA mycovirus segment L
Virus:gi|190643486|ref|NC_010989.1|	Alternaria alternata dsRNA mycovirus segment M1
Virus:gi|190643491|ref|NC_010990.1|	Alternaria alternata dsRNA mycovirus segment M2
Virus:gi|190643496|ref|NC_010991.1|	Alternaria alternata dsRNA mycovirus segment S
Virus:gi|1052487874|ref|NC_030747.1|	Alternaria arborescens mitovirus 1 genomic RNA
Virus:gi|746815417|ref|NC_026136.1|	Alternaria brassicicola endornavirus isolate 1
Virus:gi|985757043|ref|NC_029056.1|	Alternaria brassicicola fusarivirus 1 isolate 817-14
Virus:gi|674269318|ref|NC_024703.1|	Alternaria longipes dsRNA virus 1 strain HN28
Virus:gi|514051544|ref|NC_021532.1|	Alteromonas phage vB_AmaP_AD45-P1
Virus:gi|164682561|ref|NC_010247.1|	Amapari virus segment S
Virus:gi|164607199|ref|NC_010251.1|	Amapari virus segment L
Virus:gi|158711659|ref|NC_009944.1|	Amasya cherry disease associated chrysovirus segment 4
Virus:gi|158711661|ref|NC_009945.1|	Amasya cherry disease associated chrysovirus segment 3
Virus:gi|158713823|ref|NC_009946.1|	Amasya cherry disease associated chrysovirus segment 2
Virus:gi|158713825|ref|NC_009947.1|	Amasya cherry disease associated chrysovirus segment 1
Virus:gi|400354974|ref|NC_018402.1|	Amazon lily mild mottle virus 1a gene for replication protein 1a
Virus:gi|400354993|ref|NC_018403.1|	Amazon lily mild mottle virus 2a gene for replication protein 2a
Virus:gi|400355025|ref|NC_018404.1|	Amazon lily mild mottle virus 3a
Virus:gi|1150147166|ref|NC_033835.1|	Ambe virus strain BeAr407981 segment M
Virus:gi|1150147193|ref|NC_033844.1|	Ambe virus strain BeAr407981 segment L
Virus:gi|1150147203|ref|NC_033845.1|	Ambe virus strain BeAr407981 segment S
Virus:gi|45686008|ref|NC_005832.1|	Ambystoma tigrinum virus
Virus:gi|1099188216|ref|NC_031751.1|	Amdoparvovirus sp. isolate amdo-CA1
Virus:gi|557307918|ref|NC_022755.1|	American bat vesiculovirus TFFN-2013 isolate liver2008
Virus:gi|386644969|ref|NC_017859.1|	American hop latent virus
Virus:gi|19697298|ref|NC_003451.1|	American plum line pattern virus RNA1
Virus:gi|19697300|ref|NC_003452.1|	American plum line pattern virus RNA2
Virus:gi|19697302|ref|NC_003453.1|	American plum line pattern virus RNA3
Virus:gi|1147809847|ref|NC_033746.1|	Amphibola crenata associated bacilladnavirus 1 isolate GaBacV1
Virus:gi|1147809821|ref|NC_033741.1|	Amphibola crenata associated bacilladnavirus 2 isolate GaBacV2
Virus:gi|831918487|ref|NC_027214.1|	Ampivirus A1 strain NEWT/2013/HUN
Virus:gi|9964314|ref|NC_002520.1|	Amsacta moorei entomopoxvirus 'L'
Virus:gi|658310528|ref|NC_024358.1|	Anabaena phage A-4L
Virus:gi|212525933|ref|NC_011559.1|	Anagyris vein yellowing virus
Virus:gi|255683134|ref|NC_013036.1|	Anatid herpesvirus 1
Virus:gi|686983197|ref|NC_024907.1|	Ancient caribou feces associated virus
Virus:gi|459642388|ref|NC_020470.1|	Andean potato latent virus
Virus:gi|459642392|ref|NC_020471.1|	Andean potato mild mosaic virus isolate Hu
Virus:gi|19744949|ref|NC_003466.1|	Andes virus segment S
Virus:gi|23464593|ref|NC_003467.2|	Andes virus segment M
Virus:gi|23464594|ref|NC_003468.2|	Andes virus segment L
Virus:gi|821316663|ref|NC_023876.2|	Andrographis yellow vein leaf curl betasatellite clone bt-2
Virus:gi|948298175|ref|NC_028262.1|	Andrographis yellow vein leaf curl virus isolate A-64
Virus:gi|1274080351|ref|NC_007733.2|	Angelonia flower break virus
Virus:gi|581976502|ref|NC_023421.1|	Anguilla anguilla circovirus isolate Ba1
Virus:gi|388262476|ref|NC_013668.3|	Anguillid herpesvirus 1
Virus:gi|552558699|ref|NC_022581.1|	Eel Virus European X complete genome
Virus:gi|1150147168|ref|NC_033836.1|	Anhanga virus strain BeAn46852 segment L
Virus:gi|1150147170|ref|NC_033837.1|	Anhanga virus strain BeAn46852 segment S
Virus:gi|1150147206|ref|NC_033846.1|	Anhanga virus strain BeAn46852 segment M
Virus:gi|582973099|ref|NC_023426.1|	Anomala cuprea entomopoxvirus DNA
Virus:gi|1028356381|ref|NC_030115.1|	Anopheles C virus non-structural polyprotein and structural polyprotein genes
Virus:gi|1073690805|ref|NC_031327.1|	Anopheles flavivirus variant 1
Virus:gi|602259401|ref|NC_023848.1|	Anopheles minimus irodovirus isolate AMIV
Virus:gi|609252151|ref|NC_023682.1|	Anopheline-associated C virus isolate acc_1.1s segment 1 RNA-dependent RNA polymerase-like protein and hypothetical proteins genes
Virus:gi|608309558|ref|NC_023683.1|	Anopheline-associated C virus isolate acc_1.2s segment 2 hypothetical protein genes
Virus:gi|30518360|ref|NC_004800.1|	Goose hemorrhagic polyomavirus
Virus:gi|9628649|ref|NC_001701.1|	Goose parvovirus
Virus:gi|51593841|ref|NC_006147.2|	Muscovy duck parvovirus
Virus:gi|586929324|ref|NC_023483.1|	Antheraea pernyi iflavirus isolate LnApIV-02
Virus:gi|154551150|ref|NC_008035.3|	Antheraea pernyi nucleopolyhedrovirus
Virus:gi|1101511603|ref|NC_031761.1|	Anticarsia gemmatalis multicapsid nucleopolyhedrovirus isolate AgMNPV-37
Virus:gi|827044641|ref|NC_008520.2|	Anticarsia gemmatalis nucleopolyhedrovirus
Virus:gi|1215835435|ref|NC_035189.1|	Antonospora locustae virus 1 ORF1/ORF2 fusion protein and ORF1p genes
Virus:gi|360040900|ref|NC_016447.1|	Aotine herpesvirus 1 strain S34E
Virus:gi|24943167|ref|NC_004365.1|	Aphid lethal paralysis virus
Virus:gi|951885494|ref|NC_028381.1|	Aphis glycines virus 2 isolate AGV 1-IA replicase
Virus:gi|1206255385|ref|NC_034973.1|	Aphis glycines virus 3 isolate S6-IA
Virus:gi|1211677284|ref|NC_035115.1|	Apis dicistrovirus isolate AWD-1151 nonstructural polyprotein and structural polyprotein genes
Virus:gi|1207372395|ref|NC_035071.1|	Apis flavivirus isolate RI-A polyprotein gene
Virus:gi|937424915|ref|NC_027925.1|	Apis mellifera filamentous virus isolate CH-CO5
Virus:gi|318054196|ref|NC_014905.1|	Apium virus Y
Virus:gi|402502112|ref|NC_018504.1|	Apocheima cinerarium nucleopolyhedrovirus
Virus:gi|685511394|ref|NC_024893.1|	Apodemus sylvaticus papillomavirus 1
Virus:gi|20178606|ref|NC_003676.1|	Apoi virus
Virus:gi|9626205|ref|NC_001409.1|	Apple chlorotic leaf spot virus
Virus:gi|19747252|ref|NC_003463.1|	Apple dimple fruit viroid
Virus:gi|20451031|ref|NC_003777.1|	Apple fruit crinkle viroid
